Q5,Q202_First Click,Q202_Last Click,Q202_Page Submit,Q202_Click Count,experience_overall,CV_easy,CV_novel,years_experience,Q274,Q275,Q276,job_gender_type,normative_job_gender,Q208_First Click,Q208_Last Click,Q208_Page Submit,Q208_Click Count,nCRT1,nCRT2,nCRT3,male,male_10_TEXT,birth_year,race,educ,educ_8_TEXT,Q43,novel_acheck,Q117,PROLIFIC_PID,condition,job,job_desc,name,CVlink,job_pop
ice,4.037,73.407,74.422,18,7,7,4,4,0,29,7,4,4,2.546,13.588,16.9,4,Second ,8,Emily,1,,81,3,3,,No,4,44,228,treat,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cV1xQ92Fx5Zyr2J,call centre workers
ice,16.816,73.805,75.431,14,6,7,4,8,0,30,7,6,4,3.814,26.329,32.539,5,Second,8,Emily,0,,80,2,4,,No,4,40,229,treat,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6zLxR0tuCCL6Qnj,HR managers
Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,,,,,,
ice,183.182,193.698,195.671,3,6,6,4,11,0,30,7,7,4,5.88,34.167,38.867,3,second,7,June,0,,43,2,6,,no,4,34,231,control,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_d6jT7jMsCmnccoB,software engineers
ice,26.639,44.817,45.673,4,4,6,4,7,0,28,7,7,4,6.194,80.492,82.297,12,Second place,15,Emily,0,,71,3,6,,,4,40,232,treat,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_1NORfct9yf7RSWF,finance managers
ice,38.486,86.802,87.806,7,6,5,4,11,0,34,7,6,4,3.58,20.159,24.294,3,first,7,emily,0,,64,2,5,,,4,37,233,treat,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bpZ1BN1DevLXZjL,software engineers
ice,159.086,176.877,177.537,4,6,6,2,11,0,32,7,6,4,2.262,19.115,27.509,3,first,8,emily,0,,75,2,5,,No,6,34,234,treat,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_1M8G1kMRmhaKQtf,finance managers
ice,43.749,58.723,60.285,8,7,6,6,13,1,40,7,5,4,4.998,11.25,15.001,3,First,7,June,0,,71,2,5,,No,4,38,235,treat,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_1M8G1kMRmhaKQtf,finance managers
ice,22.232,220.139,222.161,18,5,5,4,7,0,32,7,3,4,4.317,29.924,30.468,6,Second,8,Emily,0,,53,2,5,,No,4,40,236,treat,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6zfh2971IUiaJJb,HR managers
ice,17.832,26.102,27.241,5,6,4,6,6,0,30,7,7,7,2.305,23.787,27.75,4,second,8,Emily,1,,68,2,4,,No,5,43,237,treat,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3TMMc2BY3KeehpP,software engineers
ice,40.621,156.9,162.453,22,5,6,4,10,0,29,7,3,4,7.851,23.2,33.572,6,First,8,Emily,0,,77,9,4,,No,4,45,238,treat,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_agSaIeW9zA0AvMV,call centre workers
ice,56.994,148.6,149.653,11,6,4,3,11,0,33,7,7,4,4.087,14.8,22.047,4,second,8,Emily,0,,63,2,5,,No,4,40,239,control,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_7R0t5SCoOqmfDdb,software engineers
ice,2.214,140.296,143.097,24,6,5,4,11,0,33,7,6,4,9.851,24.12,29.302,6,1st,8,Emily,0,,35,2,2,,No,4,40,240,treat,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3TMMc2BY3KeehpP,software engineers
Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241,,,,,,
ice,119.019,139.535,140.856,5,6,7,4,13,0,30,7,2,4,8.523,32.098,33.365,9,2nd,8,Emily,1,,45,2,3,,No.,4,39,242,treat,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bQjK4A5fEtnSqot,call centre workers
ice,175.358,275.344,276.534,4,6,6,2,12,0,30,7,2,4,3.597,70.69,80.539,5,second ,8,Emily,1,,49,2,5,,no,4,42,243,treat,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cV1xQ92Fx5Zyr2J,call centre workers
ice,44.712,247.24,253.269,5,6,7,2,11,0,35,7,3,4,3.822,3.822,27.372,1,second,8,Emily,1,,71,2,7,,No,7,37,244,control,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_elBnPChbeTcwewt,HR managers
ice,225.252,257.27,259.042,3,6,6,1,11,0,36,7,4,4,10.325,38.039,50.296,5,first,8,Emily,1,,72,2,5,,No.,6,42,245,treat,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6Sv2e7JqUaMar4x,finance managers
ice,4.028,56.805,57.901,24,5,5,5,7,0,29,7,5,4,1.217,16.507,19.508,9,First,7,June,0,,79,2,6,,No,5,33,246,control,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_ebrvGgsSC6yKSYB,finance managers
ice,46.281,133.226,134.635,14,7,7,3,11,1,35,7,7,4,21.4,268.459,277.555,8,1st,8,emily,0,,66,2,5,,No,6,32,247,control,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_79XyVAnrbiNCIux,software engineers
ice,9.995,137.65,139.163,88,6,7,6,11,0,42,6,3,5,15.942,50.629,55.831,3,first,7,June,0,,68,1,6,,No,6,40,248,control,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_d6jT7jMsCmnccoB,software engineers
ice,0.563,18.188,18.929,13,5,7,6,5,0,27,5,7,6,4.982,15.921,20.784,3,First place,7,June,0,,79,1,6,,No,5,43,249,treat,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4TqycRlQv5h5aMB,software engineers
ice,36.27,40.862,41.555,3,7,5,5,9,0,36,7,6,4,0.986,0.986,11.088,1,second,8,Emily,1,,80,2,3,,,7,39,250,treat,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0qSnH2u1fw38HcN,software engineers
ice,91.218,97.562,98.588,3,7,4,3,14,0,35,7,3,4,3.517,13.78,18.99,3,First,8,June,1,,79,2,3,,No,4,38,251,treat,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3OfX0DdT5dkBLoN,HR managers
ice,2.886,160.617,161.502,9,7,6,4,7,0,30,7,6,4,3.514,55.792,59.342,5,2nd,8,Emily,0,,58,2,5,,,7,38,252,control,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_79XyVAnrbiNCIux,software engineers
ice,1.165,71.166,72.694,5,6,5,3,6,0,42,7,6,3,1.246,42.994,46.515,7,first,8,emily,1,,76,5,5,,no,7,37,253,control,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0BZgpTNvgcYam0J,finance managers
ice,51.871,69.849,70.79,3,7,3,4,6,0,30,7,4,4,4.23,4.23,24.779,1,First,8,Emily ,0,,74,2,5,,No,4,40,254,control,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bQLNq0W3l8a6PB3,call centre workers
ice,0.508,101.592,102.405,10,7,5,2,11,0,32,7,2,4,3.163,12.285,18.493,3,Second place,8,Emily,1,,74,2,3,,No.,4,40,255,treat,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3OfX0DdT5dkBLoN,HR managers
ice,153.855,164.31,165.207,4,5,5,2,11,0,34,7,5,4,1.458,5.043,8.626,3,Second,8,Emily,1,,67,2,4,,No,4,31,256,treat,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_ebrvGgsSC6yKSYB,finance managers
ice,137.964,152.215,156.134,3,6,5,2,11,0,32,7,1,3,7.044,16.703,33.171,3,Second place,8,Emily,1,,62,2,6,,No,4,32,257,treat,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6zLxR0tuCCL6Qnj,HR managers
ice,7.358,81.974,83.174,8,6,6,4,12,0,36,7,2,4,6.731,22.338,27.916,4,second,8,Emily,0,,68,2,5,,No,4,43,258,treat,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6zfh2971IUiaJJb,HR managers
ice,26.823,49.195,50.021,3,5,6,5,11,0,27,7,3,4,4.556,21.933,26.345,3,1st,7,June,0,,80,2,5,,No,7,43,259,control,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aVMhqojZul4HvtH,finance managers
ice,30.215,37.054,244.833,4,6,6,5,11,0,40,7,5,4,9.619,31.954,42.21,3,1,8,Emily,1,,69,5,6,,No,6,42,260,control,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_elBnPChbeTcwewt,HR managers
ice,9.955,40.481,43.117,9,6,6,2,7,0,28,7,1,2,6.527,130.827,138.731,8,First,7,Emily,1,,64,2,5,,No,4,38,261,control,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4OS2jU7nO4crQjz,finance managers
ice,97.257,102.685,103.702,3,7,6,4,9,0,30,7,3,4,5.683,15.49,26.812,3,second,8,Emily,0,,75,2,6,,No,4,36,262,control,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9YMMIUo402EM0tL,HR managers
ice,59.18,70.081,70.998,3,6,5,2,9,0,32,7,6,4,4.059,14.207,22.009,3,Second,8,Emily,0,,74,2,5,,Text on CV was a little blurry. ,4,40,263,control,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_79XyVAnrbiNCIux,software engineers
ice,91.794,105.624,106.988,3,4,6,1,4,0,25,7,2,4,7.291,50.737,57.313,4,first,8,Emily,1,,58,2,5,,,5,34,264,control,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_elBnPChbeTcwewt,HR managers
ice,95.348,138.919,140.252,4,5,4,3,11,0,36,7,6,4,4.853,14.486,24.173,3,second,8,emily,0,,81,2,3,,no,4,40,265,control,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6y9hsiKBIS4N6Xr,software engineers
ice,1.255,60.224,61.59,20,4,4,4,5,0,29,7,7,1,5.001,24.517,25.202,7,First8,8,Emily,0,,55,2,8,Nursing diploma,No,4,38,266,treat,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8kugWgoBPhLdvs9,HR managers
ice,13.146,166.19,166.944,43,6,7,4,10,0,33,7,7,4,3.204,13.023,21.558,4,Second place,8,Emily,0,,72,2,6,,No,4,31,267,treat,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6Sv2e7JqUaMar4x,finance managers
ice,24.188,47.831,48.691,4,7,5,2,13,99,30,7,6,5,2.555,16.156,21.536,3,first,8,emily,1,,83,2,999,,No,6,40,268,control,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bD6vNJmzlMToJEx,HR managers
ice,0.717,33.166,34.575,20,4,4,3,9,0,26,8,4,4,2.103,35.358,38.257,7,2,8,Emily,1,,66,2,5,,No,7,30,269,control,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3fJWGbHiP22IhLf,call centre workers
ice,183.77,277.009,278.428,6,7,7,6,10,0,28,7,5,4,3.493,14.65,19.408,3,second,8,emily,0,,82,2,2,,no,4,45,270,treat,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_agSaIeW9zA0AvMV,call centre workers
ice,259.847,337.373,348.855,5,6,5,3,11,0,34,7,2,4,4.486,4.486,51.492,1,second,8,June,0,,64,2,6,,No,4,34,271,treat,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3OfX0DdT5dkBLoN,HR managers
ice,10.542,206.673,208.278,8,7,7,1,11,0,30,7,1,4,6.378,19.098,22.042,3,first,8,june,0,,42,2,3,,No,4,33,272,treat,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_agSaIeW9zA0AvMV,call centre workers
Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273,,,,,,
ice,202.863,219.867,221.053,7,7,7,2,8,0,43,8,6,5,4.9,17.24,22.886,2,second,8,emily,1,,58,2,7,,No,4,39,274,treat,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_1NORfct9yf7RSWF,finance managers
ice,27.627,166.443,168,13,6,6,2,12,0,28,7,3,4,9.028,33.468,40.946,3,Second,7,Emily,0,,66,2,5,,no,6,39,275,treat,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bQjK4A5fEtnSqot,call centre workers
ice,28.261,75.649,76.952,7,6,4,5,10,0,32,7,5,4,3.586,20.427,23.706,5,Second,8,Emily,0,,62,2,2,,No,4,40,276,control,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6y9hsiKBIS4N6Xr,software engineers
ice,110.07,132.821,134.332,3,7,5,1,11,0,35,7,3,3,7.09,39.066,49.2,6,2nd,8,june,1,,60,2,3,,No,5,40,277,treat,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8kugWgoBPhLdvs9,HR managers
ice,56.443,63.712,64.979,3,7,6,6,10,0,36,8,7,4,3.452,16.002,24.104,3,1st,8,Emily,0,,75,2,2,,No,4,40,278,treat,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bpZ1BN1DevLXZjL,software engineers
ice,2.711,62.946,65.301,29,6,3,2,11,0,39,7,3,4,2.894,18.36,22.346,5,Second,8,Emily,1,,62,2,5,,No,4,37,279,control,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4OS2jU7nO4crQjz,finance managers
ice,26.365,61.681,62.764,12,5,5,4,12,0,30,7,4,4,5.873,18.341,26.883,5,Second,8,Emily ,0,,75,2,3,,No,6,40,280,treat,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cV1xQ92Fx5Zyr2J,call centre workers
ice,75.826,89.492,90.463,3,6,6,1,12,0,25,7,1,2,2.647,43.732,46.135,9,second,8,Emily ,0,,76,2,5,,No,6,40,281,treat,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6L0d9si9BNfwEQJ,call centre workers
ice,57.717,65.163,66.127,5,7,6,3,8,0,35,7,7,4,2.798,10.856,15.111,3,first,7,June,0,,68,2,5,,No,4,32,282,treat,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6Sv2e7JqUaMar4x,finance managers
ice,117.175,129.67,131.772,4,5,7,5,11,0,31,7,4,4,4.549,39.106,40.436,4,second,8,Emily,0,,38,2,6,,No,4,40,283,control,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3fJWGbHiP22IhLf,call centre workers
ice,1.236,174.811,176.24,33,5,6,3,10,0,35,7,4,4,1.208,21.151,27.348,8,Second,8,Emily ,0,,78,2,5,,,4,39,284,control,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_exSC8FvirVmFFLT,call centre workers
ice,81.467,95.077,100.498,4,3,7,4,4,0,20,7,2,4,1.613,10.246,15.298,3,first,8,Emily,0,,75,2,6,,No.,4,38,285,control,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bQLNq0W3l8a6PB3,call centre workers
ice,9.69,111.709,113.573,22,7,7,2,15,0,35,7,6,4,6.755,22.069,22.802,7,Second,8,Emily,0,,76,2,5,,No,4,40,286,treat,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4TqycRlQv5h5aMB,software engineers
ice,0.882,145.612,146.9,14,6,7,1,11,0,30,7,3,4,0.94,16.442,18.168,7,1st,7,Emily ,0,,78,2,4,,No,6,40,287,control,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bD6vNJmzlMToJEx,HR managers
ice,1.931,81.401,82.556,11,7,5,4,11,0,30,7,3,4,6.035,61.784,61.822,4,Second,8,June,0,,69,2,4,,No,7,40,288,control,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_exSC8FvirVmFFLT,call centre workers
ice,41.328,50.447,54.736,3,6,7,2,16,0,35,7,3,4,1.423,15.208,15.609,3,first,7,Emily,0,,77,2,6,,No,4,40,289,control,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bQLNq0W3l8a6PB3,call centre workers
ice,10.923,191.377,192.545,28,6,7,4,11,0,35,7,6,4,4.683,15.219,18.457,5,1st,8,Emily,0,,65,2,4,,No,4,41,290,control,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4OS2jU7nO4crQjz,finance managers
ice,102.471,121.996,141.042,3,7,6,5,11,0,35,7,6,4,1.912,12.798,17.721,3,2,8,Emily,1,,66,2,6,,,4,34,291,control,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_d6jT7jMsCmnccoB,software engineers
ice,1.402,103.461,104.032,22,6,5,4,4,0,30,7,2,4,0.953,20.172,24.679,6,Second,8,emily,0,,81,1,3,,No.,7,40,292,control,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_exSC8FvirVmFFLT,call centre workers
ice,88.593,101.682,102.924,3,6,5,2,10,0,46,7,5,4,1.349,7.814,8.582,4,2nd,8,Emily,0,,83,1,3,,no,4,45,293,control,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_a5hofTU2c1qmgst,call centre workers
ice,31.488,37.69,38.724,6,7,6,4,13,0,35,7,3,4,1.569,20.755,28.262,3,first,7,Emily,0,,71,2,5,,,4,40,294,treat,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_agSaIeW9zA0AvMV,call centre workers
ice,9.799,12.616,26,4,7,6,5,11,0,40,7,6,4,36.773,41.872,46.062,3,1,8,Emily,1,,71,2,6,,No,6,32,295,treat,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8kugWgoBPhLdvs9,HR managers
ice,56.983,69.36,70.947,5,7,7,5,9,0,28,7,1,4,5.232,13.769,18.248,3,1,7,June,0,,71,2,6,,No,4,40,296,control,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_ebrvGgsSC6yKSYB,finance managers
ice,24.115,31.499,32.082,3,6,6,4,37,1,30,7,3,3,4.579,4.579,24.049,1,1st,7,Emily,1,,65,2,3,,,6,33,297,control,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_ebrvGgsSC6yKSYB,finance managers
ice,26.8,34.141,41.711,4,7,7,4,10,0,35,7,1,3,7.433,35.056,41.117,3,second,8,June,0,,59,2,6,,,5,40,298,treat,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6zfh2971IUiaJJb,HR managers
Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299,,,,,,
Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,
