record,experimental.condition,region,working.pattern,positive.callback,positive.callback.alt,other.further.stage,negative.response,negative.or.no.response,response,female.dominated,high.skill,salary,missing.salary
SW,1,london,Full-time,0,0,0,0,1,No response,1,0,25000,0
HR,1,west midlands,Not stated,0,0,0,0,1,No response,1,1,NA,1
HR,3,east midlands,Not stated,0,0,0,0,1,No response,1,1,NA,1
SE,1,east,Not stated,1,0,1,0,0,Other further stage,0,1,NA,1
HR,3,south east,Full-time,0,0,0,1,1,Rejection,1,1,35000,0
SE,4,south east,Not stated,0,0,0,0,1,No response,0,1,NA,1
CC,2,south west,Part-time,0,0,0,0,1,No response,1,0,NA,1
HR,4,north west,Full-time,1,0,1,0,0,Other further stage,1,1,33000,0
SE,2,south west,Not stated,0,0,0,0,1,No response,0,1,112500,0
SE,3,yorkshire & humber,Full-time,0,0,0,0,1,No response,0,1,67500,0
CC,2,scotland,Full-time,0,0,0,0,1,No response,1,0,18250,0
PM,1,south east,Full-time,0,0,0,0,1,No response,0,1,37500,0
PM,1,north west,Full-time,1,0,1,0,0,Other further stage,0,1,NA,1
WO,3,east,Full-time,1,0,1,0,0,Other further stage,0,0,NA,1
HR,2,northern ireland,Full-time,0,0,0,0,0,Not actionable request for further information,1,1,NA,1
WO,3,south east,Full-time,0,0,0,0,1,No response,0,0,NA,1
PM,1,yorkshire & humber,Full-time,0,0,0,0,1,No response,0,1,NA,1
HR,3,west midlands,Other,0,0,0,0,0,Other outcome,1,1,45000,0
SE,3,london,Not stated,0,0,0,0,1,No response,0,1,NA,1
SE,3,london,Full-time,0,0,0,0,1,No response,0,1,65000,0
AA,3,south east,Full-time,0,0,0,1,1,Rejection,1,0,NA,1
SE,3,south east,Full-time,1,0,1,0,0,Other further stage,0,1,NA,1
SW,2,scotland,Part-time,0,0,0,0,0,Not actionable request for further information,1,0,16200,0
SW,1,east,Other,1,1,0,0,0,Invitation to interview,1,0,NA,1
HR,4,london,Not stated,1,1,0,0,0,Invitation to interview,1,1,NA,1
FM,2,south east,Part-time,0,0,0,0,1,No response,0,1,31500,0
PM,1,west midlands,Full-time,1,0,1,0,0,Other further stage,0,1,40000,0
PM,1,south east,Not stated,0,0,0,0,1,No response,0,1,NA,1
AA,2,south west,Part-time,0,0,0,0,1,No response,1,0,18000,0
FM,3,south west,Full-time,0,0,0,1,1,Rejection,0,1,NA,1
CC,3,west midlands,Full-time,0,0,0,1,1,Rejection,1,0,18000,0
AA,3,yorkshire & humber,Full-time,0,0,0,0,1,No response,1,0,NA,1
WO,1,south west,Not stated,1,0,1,0,0,Other further stage,0,0,NA,1
CC,3,south west,Not stated,0,0,0,1,1,Rejection,1,0,NA,1
CC,4,south west,Part-time,1,1,0,0,0,Invitation to interview,1,0,15660,0
CC,3,north west,Full-time,0,0,0,0,1,No response,1,0,18200,0
WO,4,south east,Full-time,0,0,0,0,1,No response,0,0,19500,0
CC,3,south east,Full-time,1,1,0,0,0,Invitation to interview,1,0,16632,0
SW,2,london,Full-time,0,0,0,0,0,Not actionable request for further information,1,0,14778,0
PM,4,yorkshire & humber,Full-time,0,0,0,0,1,No response,0,1,45000,0
CC,1,west midlands,Full-time,0,0,0,1,1,Rejection,1,0,22750,0
SE,1,east,Full-time,1,0,1,0,0,Other further stage,0,1,27500,0
WO,4,south east,Full-time,0,0,0,0,0,Other outcome,0,0,22500,0
SW,1,yorkshire & humber,Not stated,1,0,1,0,0,Other further stage,1,0,17100,0
HR,3,south west,Full-time,0,0,0,0,1,No response,1,1,96750,0
WO,3,south west,Full-time,1,1,0,0,0,Invitation to interview,0,0,NA,1
CC,4,north west,Full-time,0,0,0,0,1,No response,1,0,18000,0
SE,2,scotland,Not stated,1,1,0,0,0,Invitation to interview,0,1,NA,1
FM,2,south east,Full-time,1,0,1,0,0,Other further stage,0,1,45000,0
SE,1,south east,Full-time,0,0,0,0,1,No response,0,1,35000,0
FM,4,london,Not stated,0,0,0,0,1,No response,0,1,67500,0
SE,2,london,Full-time,0,0,0,0,1,No response,0,1,40000,0
PM,3,west midlands,Not stated,0,0,0,0,1,No response,0,1,NA,1
WO,4,yorkshire & humber,Full-time,0,0,0,0,1,No response,0,0,NA,1
WO,3,west midlands,Full-time,0,0,0,0,1,No response,0,0,14778,0
WO,2,north west,Full-time,0,0,0,0,1,No response,0,0,NA,1
AA,4,scotland,Full-time,0,0,0,0,1,No response,1,0,NA,1
PM,1,scotland,Not stated,0,0,0,0,1,No response,0,1,NA,1
WO,2,london,Full-time,0,0,0,0,1,No response,0,0,20150,0
SW,2,west midlands,Part-time,1,1,0,0,0,Invitation to interview,1,0,17100,0
SW,2,north west,Other,1,0,1,0,0,Other further stage,1,0,22365,0
WO,3,scotland,Full-time,0,0,0,0,1,No response,0,0,14778,0
FM,3,east midlands,Not stated,1,0,1,0,0,Other further stage,0,1,41500,0
FM,3,west midlands,Full-time,1,1,0,0,0,Invitation to interview,0,1,NA,1
FM,1,south east,Full-time,0,0,0,0,1,No response,0,1,NA,1
SW,4,south west,Other,1,1,0,0,0,Invitation to interview,1,0,20385,0
SE,3,wales,Full-time,1,0,1,0,0,Other further stage,0,1,NA,1
CC,1,west midlands,Not stated,1,1,0,0,0,Invitation to interview,1,0,17500,0
SW,1,south east,Full-time,0,0,0,0,0,Not actionable request for further information,1,0,NA,1
HR,3,yorkshire & humber,Full-time,1,0,1,0,0,Other further stage,1,1,NA,1
FM,2,west midlands,Other,0,0,0,0,1,No response,0,1,NA,1
HR,1,south east,Not stated,0,0,0,0,1,No response,1,1,61875,0
CC,1,south west,Full-time,0,0,0,0,1,No response,1,0,NA,1
SE,4,london,Not stated,0,0,0,0,1,No response,0,1,NA,1
HR,2,south east,Not stated,1,0,1,0,0,Other further stage,1,1,NA,1
CC,1,wales,Full-time,0,0,0,0,1,No response,1,0,17500,0
PM,2,east,Not stated,0,0,0,1,1,Rejection,0,1,NA,1
HR,4,north west,Full-time,1,1,0,0,0,Invitation to interview,1,1,NA,1
PM,3,south west,Not stated,0,0,0,1,1,Rejection,0,1,NA,1
SE,4,london,Not stated,0,0,0,0,1,No response,0,1,NA,1
PM,2,south west,Not stated,0,0,0,0,1,No response,0,1,NA,1
PM,3,east,Not stated,0,0,0,1,1,Rejection,0,1,NA,1
SW,3,london,Full-time,1,0,1,0,0,Other further stage,1,0,NA,1
PM,2,south east,Full-time,1,0,1,0,0,Other further stage,0,1,50000,0
SW,2,scotland,Full-time,0,0,0,0,0,Other outcome,1,0,NA,1
HR,4,london,Not stated,0,0,0,1,1,Rejection,1,1,NA,1
SW,4,yorkshire & humber,Part-time,1,1,0,0,0,Invitation to interview,1,0,15525,0
AA,1,east midlands,Part-time,0,0,0,0,0,Other outcome,1,0,NA,1
CC,3,south east,Full-time,0,0,0,1,1,Rejection,1,0,19000,0
WO,1,london,Full-time,0,0,0,0,1,No response,0,0,19211,0
SW,4,south east,Part-time,1,1,0,0,0,Invitation to interview,1,0,10920,0
CC,4,london,Not stated,0,0,0,1,1,Rejection,1,0,16200,0
AA,2,north west,Part-time,0,0,0,0,1,No response,1,0,17100,0
CC,4,east,Full-time,1,0,1,0,0,Other further stage,1,0,17840,0
CC,3,north west,Full-time,0,0,0,0,1,No response,1,0,NA,1
HR,4,london,Full-time,0,0,0,1,1,Rejection,1,1,NA,1
HR,4,south west,Part-time,0,0,0,0,1,No response,1,1,NA,1
HR,3,london,Not stated,0,0,0,1,1,Rejection,1,1,NA,1
FM,1,south east,Full-time,0,0,0,0,1,No response,0,1,35500,0
CC,2,east,Full-time,0,0,0,0,1,No response,1,0,NA,1
FM,4,london,Not stated,1,0,1,0,0,Other further stage,0,1,55630.5,0
HR,2,east,Not stated,1,1,0,0,0,Invitation to interview,1,1,39070,0
PM,2,north west,Not stated,0,0,0,0,1,No response,0,1,38000,0
FM,4,south east,Full-time,1,1,0,0,0,Invitation to interview,0,1,35500,0
FM,2,south east,Part-time,1,1,0,0,0,Invitation to interview,0,1,NA,1
SW,2,south west,Other,0,0,0,0,1,No response,1,0,37462.5,0
CC,4,east midlands,Full-time,0,0,0,0,1,No response,1,0,NA,1
CC,3,wales,Full-time,0,0,0,1,1,Rejection,1,0,21438,0
WO,1,south west,Not stated,0,0,0,0,1,No response,0,0,NA,1
SW,4,south west,Part-time,0,0,0,1,1,Rejection,1,0,21280.5,0
WO,2,south west,Full-time,0,0,0,0,1,No response,0,0,17577,0
HR,3,south east,Not stated,1,1,0,0,0,Invitation to interview,1,1,NA,1
PM,2,north west,Not stated,1,1,0,0,0,Invitation to interview,0,1,NA,1
SW,3,south east,Full-time,1,0,1,0,0,Other further stage,1,0,16200,0
SW,2,east,Other,1,0,1,0,0,Other further stage,1,0,NA,1
AA,2,north west,Full-time,0,0,0,0,1,No response,1,0,NA,1
PM,3,scotland,Full-time,1,0,1,0,0,Other further stage,0,1,40000,0
SW,3,east,Other,1,1,0,0,0,Invitation to interview,1,0,15750,0
PM,3,west midlands,Not stated,0,0,0,0,1,No response,0,1,NA,1
AA,3,london,Not stated,0,0,0,0,1,No response,1,0,NA,1
CC,1,south east,Full-time,0,0,0,0,0,Other outcome,1,0,25000,0
SW,2,scotland,Full-time,1,0,1,0,0,Other further stage,1,0,NA,1
CC,2,south east,Full-time,1,0,1,0,0,Other further stage,1,0,14760,0
FM,4,west midlands,Full-time,1,0,1,0,0,Other further stage,0,1,NA,1
CC,2,west midlands,Full-time,1,1,0,0,0,Invitation to interview,1,0,24000,0
SW,2,east,Other,1,0,1,0,0,Other further stage,1,0,21600,0
SW,4,south west,Part-time,1,1,0,0,0,Invitation to interview,1,0,NA,1
SW,2,south west,Other,1,0,1,0,0,Other further stage,1,0,NA,1
SW,1,east,Full-time,1,0,1,0,0,Other further stage,1,0,14778,0
CC,3,north west,Full-time,0,0,0,1,1,Rejection,1,0,18500,0
AA,2,london,Other,0,0,0,0,1,No response,1,0,22482,0
PM,3,london,Not stated,0,0,0,0,1,No response,0,1,42500,0
SE,3,south east,Full-time,1,0,1,0,0,Other further stage,0,1,NA,1
WO,3,south east,Full-time,0,0,0,1,1,Rejection,0,0,17100,0
HR,2,wales,Full-time,0,0,0,0,0,Actionable request for further information,1,1,NA,1
SE,1,wales,Full-time,0,0,0,0,1,No response,0,1,23000,0
SE,4,wales,Full-time,1,0,1,0,0,Other further stage,0,1,35000,0
WO,3,yorkshire & humber,Full-time,0,0,0,1,1,Rejection,0,0,14778,0
PM,3,north west,Full-time,0,0,0,1,1,Rejection,0,1,NA,1
AA,4,west midlands,Full-time,0,0,0,0,1,No response,1,0,15797,0
SE,4,scotland,Full-time,1,0,1,0,0,Other further stage,0,1,55000,0
PM,3,london,Not stated,0,0,0,1,1,Rejection,0,1,NA,1
SE,1,other,Full-time,1,0,1,0,0,Other further stage,0,1,NA,1
HR,2,other,Not stated,0,0,0,1,1,Rejection,1,1,NA,1
FM,3,south east,Full-time,0,0,0,0,1,No response,0,1,NA,1
SW,4,south east,Part-time,1,1,0,0,0,Invitation to interview,1,0,16200,0
FM,1,northern ireland,Full-time,0,0,0,0,0,Other outcome,0,1,NA,1
AA,4,south east,Full-time,0,0,0,0,1,No response,1,0,18000,0
PM,1,south east,Full-time,0,0,0,0,1,No response,0,1,42500,0
FM,4,other,Not stated,0,0,0,0,1,No response,0,1,NA,1
SE,1,south east,Not stated,1,0,1,0,0,Other further stage,0,1,37500,0
HR,2,london,Not stated,0,0,0,1,1,Rejection,1,1,NA,1
PM,1,east,Not stated,0,0,0,0,1,No response,0,1,NA,1
HR,4,yorkshire & humber,Full-time,0,0,0,0,1,No response,1,1,NA,1
PM,4,east,Not stated,0,0,0,1,1,Rejection,0,1,NA,1
HR,4,west midlands,Full-time,0,0,0,0,1,No response,1,1,40000,0
SE,2,london,Not stated,0,0,0,0,1,No response,0,1,NA,1
WO,4,wales,Full-time,0,0,0,0,1,No response,0,0,17160,0
WO,3,east midlands,Full-time,0,0,0,0,1,No response,0,0,17800,0
HR,4,south west,Full-time,0,0,0,0,1,No response,1,1,NA,1
HR,1,london,Not stated,0,0,0,1,1,Rejection,1,1,NA,1
WO,2,west midlands,Full-time,0,0,0,0,1,No response,0,0,NA,1
SW,3,london,Other,1,1,0,0,0,Invitation to interview,1,0,19760,0
WO,1,north west,Full-time,0,0,0,0,0,Other outcome,0,0,14850,0
AA,4,south east,Part-time,1,1,0,0,0,Invitation to interview,1,0,15750,0
AA,1,scotland,Part-time,0,0,0,0,1,No response,1,0,18000,0
PM,3,north west,Not stated,0,0,0,1,1,Rejection,0,1,NA,1
CC,4,yorkshire & humber,Other,1,0,1,0,0,Other further stage,1,0,14400,0
PM,4,east midlands,Full-time,0,0,0,0,1,No response,0,1,35500,0
SE,4,london,Not stated,0,0,0,1,1,Rejection,0,1,NA,1
SW,1,yorkshire & humber,Full-time,0,0,0,0,0,Not actionable request for further information,1,0,18278,0
HR,1,north west,Full-time,0,0,0,1,1,Rejection,1,1,NA,1
HR,3,scotland,Not stated,0,0,0,0,1,No response,1,1,NA,1
SE,3,scotland,Not stated,0,0,0,0,1,No response,0,1,NA,1
HR,1,other,Not stated,0,0,0,1,1,Rejection,1,1,NA,1
AA,4,london,Full-time,1,1,0,0,0,Invitation to interview,1,0,NA,1
SW,4,east,Full-time,0,0,0,0,1,No response,1,0,NA,1
SW,2,west midlands,Part-time,0,0,0,0,1,No response,1,0,20700,0
HR,4,wales,Full-time,0,0,0,0,1,No response,1,1,60000,0
SE,3,london,Not stated,0,0,0,0,1,No response,0,1,NA,1
SW,4,west midlands,Part-time,1,0,1,0,0,Other further stage,1,0,21000,0
SW,4,east,Full-time,1,1,0,0,0,Invitation to interview,1,0,NA,1
SW,1,yorkshire & humber,Full-time,1,1,0,0,0,Invitation to interview,1,0,15039,0
FM,2,south east,Full-time,0,0,0,0,0,Not actionable request for further information,0,1,45000,0
SW,2,east,Other,1,1,0,0,0,Invitation to interview,1,0,20511,0
AA,2,wales,Full-time,0,0,0,0,0,Other outcome,1,0,NA,1
FM,3,south east,Full-time,0,0,0,1,1,Rejection,0,1,37500,0
AA,3,london,Full-time,0,0,0,0,1,No response,1,0,NA,1
WO,2,west midlands,Full-time,1,1,0,0,0,Invitation to interview,0,0,NA,1
SE,1,scotland,Not stated,0,0,0,0,0,Not actionable request for further information,0,1,NA,1
AA,2,london,Not stated,0,0,0,1,1,Rejection,1,0,NA,1
SE,4,south east,Not stated,1,0,1,0,0,Other further stage,0,1,NA,1
CC,2,north west,Part-time,0,0,0,1,1,Rejection,1,0,16002,0
HR,2,yorkshire & humber,Full-time,0,0,0,0,1,No response,1,1,NA,1
PM,1,south east,Not stated,1,1,0,0,0,Invitation to interview,0,1,NA,1
SW,1,west midlands,Full-time,1,0,1,0,0,Other further stage,1,0,28215,0
PM,4,london,Not stated,0,0,0,0,1,No response,0,1,NA,1
WO,1,northern ireland,Full-time,0,0,0,0,1,No response,0,0,16200,0
AA,3,west midlands,Not stated,0,0,0,1,1,Rejection,1,0,NA,1
SW,3,south east,Not stated,1,0,1,0,0,Other further stage,1,0,25200,0
CC,2,west midlands,Full-time,0,0,0,0,0,Other outcome,1,0,18000,0
HR,1,london,Not stated,0,0,0,0,1,No response,1,1,40886,0
SW,4,south west,Other,1,1,0,0,0,Invitation to interview,1,0,22050,0
SE,2,east,Not stated,0,0,0,0,1,No response,0,1,62500,0
PM,4,south east,Not stated,0,0,0,0,1,No response,0,1,NA,1
FM,1,north west,Full-time,1,0,1,0,0,Other further stage,0,1,50000,0
AA,1,london,Full-time,0,0,0,0,0,Other outcome,1,0,22000,0
FM,2,london,Full-time,0,0,0,1,1,Rejection,0,1,36500,0
AA,2,south east,Part-time,0,0,0,0,1,No response,1,0,15840,0
HR,4,london,Full-time,1,0,1,0,0,Other further stage,1,1,NA,1
FM,4,south west,Full-time,0,0,0,0,1,No response,0,1,47500,0
SW,3,south east,Other,1,0,1,0,0,Other further stage,1,0,16020,0
SE,1,northern ireland,Full-time,0,0,0,0,1,No response,0,1,NA,1
HR,4,london,Not stated,0,0,0,1,1,Rejection,1,1,NA,1
WO,1,south east,Part-time,1,1,0,0,0,Invitation to interview,0,0,9672,0
SE,2,yorkshire & humber,Not stated,1,0,1,0,0,Other further stage,0,1,NA,1
SW,3,south east,Other,0,0,0,0,0,Not actionable request for further information,1,0,14778,0
HR,3,yorkshire & humber,Full-time,0,0,0,1,1,Rejection,1,1,66000,0
PM,2,south east,Other,0,0,0,0,1,No response,0,1,27500,0
WO,2,south east,Full-time,0,0,0,0,1,No response,0,0,NA,1
SE,2,london,Not stated,0,0,0,0,1,No response,0,1,NA,1
FM,2,scotland,Full-time,0,0,0,1,1,Rejection,0,1,NA,1
PM,3,west midlands,Full-time,1,0,1,0,0,Other further stage,0,1,40000,0
SW,4,scotland,Part-time,1,1,0,0,0,Invitation to interview,1,0,16200,0
AA,1,scotland,Part-time,0,0,0,1,1,Rejection,1,0,NA,1
AA,3,scotland,Full-time,0,0,0,0,1,No response,1,0,NA,1
HR,3,london,Not stated,0,0,0,0,1,No response,1,1,55000,0
CC,2,south west,Other,1,1,0,0,0,Invitation to interview,1,0,NA,1
SE,1,south west,Full-time,1,0,1,0,0,Other further stage,0,1,55000,0
HR,3,london,Not stated,0,0,0,0,1,No response,1,1,50000,0
SW,1,south east,Other,1,1,0,0,0,Invitation to interview,1,0,NA,1
SW,4,north west,Part-time,1,0,1,0,0,Other further stage,1,0,NA,1
CC,1,east,Other,0,0,0,0,1,No response,1,0,NA,1
SW,3,east,Part-time,0,0,0,0,1,No response,1,0,23364,0
CC,1,east,Part-time,0,0,0,0,1,No response,1,0,9450,0
PM,3,south east,Not stated,0,0,0,1,1,Rejection,0,1,NA,1
AA,3,east,Full-time,0,0,0,0,1,No response,1,0,NA,1
HR,1,east,Not stated,0,0,0,0,0,Other outcome,1,1,NA,1
HR,4,london,Not stated,0,0,0,1,1,Rejection,1,1,NA,1
WO,3,west midlands,Full-time,0,0,0,0,1,No response,0,0,16200,0
FM,2,london,Not stated,0,0,0,0,1,No response,0,1,47500,0
HR,3,south east,Full-time,0,0,0,1,1,Rejection,1,1,51500,0
CC,2,west midlands,Full-time,0,0,0,1,1,Rejection,1,0,17222,0
AA,2,yorkshire & humber,Full-time,0,0,0,0,0,Other outcome,1,0,NA,1
AA,2,south east,Not stated,0,0,0,0,1,No response,1,0,NA,1
SW,3,yorkshire & humber,Full-time,1,1,0,0,0,Invitation to interview,1,0,15408,0
HR,2,west midlands,Full-time,0,0,0,0,1,No response,1,1,40000,0
HR,4,north west,Not stated,0,0,0,0,1,No response,1,1,37500,0
SW,2,yorkshire & humber,Other,1,0,1,0,0,Other further stage,1,0,16992,0
SW,4,northern ireland,Other,0,0,0,0,1,No response,1,0,28323,0
FM,4,south west,Full-time,0,0,0,0,1,No response,0,1,45000,0
PM,1,west midlands,Full-time,0,0,0,0,1,No response,0,1,33799,0
AA,1,south west,Part-time,0,0,0,0,0,Other outcome,1,0,16200,0
CC,4,east,Part-time,1,0,1,0,0,Other further stage,1,0,16200,0
FM,3,south east,Not stated,0,0,0,0,0,Other outcome,0,1,NA,1
AA,4,scotland,Other,0,0,0,0,1,No response,1,0,NA,1
CC,1,yorkshire & humber,Full-time,0,0,0,1,1,Rejection,1,0,NA,1
AA,1,london,Part-time,0,0,0,1,1,Rejection,1,0,9750,0
SE,3,london,Not stated,1,0,1,0,0,Other further stage,0,1,NA,1
PM,1,west midlands,Not stated,0,0,0,1,1,Rejection,0,1,NA,1
HR,3,london,Not stated,0,0,0,1,1,Rejection,1,1,NA,1
WO,1,east midlands,Other,0,0,0,0,1,No response,0,0,22824,0
AA,2,london,Part-time,1,1,0,0,0,Invitation to interview,1,0,11250,0
AA,1,london,Part-time,0,0,0,0,0,Other outcome,1,0,NA,1
SE,3,yorkshire & humber,Other,1,1,0,0,0,Invitation to interview,0,1,40000,0
AA,3,north east,Full-time,0,0,0,0,1,No response,1,0,17000,0
SE,2,wales,Full-time,1,0,1,0,0,Other further stage,0,1,67500,0
SW,3,london,Not stated,1,1,0,0,0,Invitation to interview,1,0,23400,0
FM,4,london,Full-time,0,0,0,1,1,Rejection,0,1,NA,1
CC,4,south west,Part-time,0,0,0,0,0,Actionable request for further information,1,0,20528,0
WO,3,northern ireland,Full-time,0,0,0,0,1,No response,0,0,NA,1
AA,1,east,Full-time,0,0,0,0,0,Other outcome,1,0,17000,0
CC,1,scotland,Full-time,0,0,0,0,0,Other outcome,1,0,17723,0
SW,3,south east,Other,1,1,0,0,0,Invitation to interview,1,0,18000,0
FM,2,london,Not stated,1,0,1,0,0,Other further stage,0,1,47500,0
AA,1,north west,Full-time,0,0,0,1,1,Rejection,1,0,16200,0
PM,2,east,Full-time,0,0,0,0,1,No response,0,1,55000,0
FM,1,west midlands,Full-time,1,0,1,0,0,Other further stage,0,1,35000,0
PM,4,london,Not stated,0,0,0,0,1,No response,0,1,40000,0
AA,1,south east,Not stated,1,1,0,0,0,Invitation to interview,1,0,NA,1
AA,4,london,Part-time,0,0,0,0,1,No response,1,0,19350,0
SW,3,west midlands,Other,1,0,1,0,0,Other further stage,1,0,NA,1
HR,1,london,Not stated,0,0,0,1,1,Rejection,1,1,NA,1
SE,4,london,Not stated,1,0,1,0,0,Other further stage,0,1,NA,1
FM,1,london,Not stated,0,0,0,0,1,No response,0,1,NA,1
SE,1,london,Not stated,0,0,0,0,1,No response,0,1,NA,1
SW,2,east midlands,Part-time,1,0,1,0,0,Other further stage,1,0,NA,1
SW,3,east,Other,0,0,0,0,1,No response,1,0,21600,0
SW,1,west midlands,Other,1,0,1,0,0,Other further stage,1,0,NA,1
AA,3,yorkshire & humber,Other,0,0,0,0,1,No response,1,0,NA,1
FM,3,scotland,Other,1,1,0,0,0,Invitation to interview,0,1,NA,1
PM,1,south east,Not stated,0,0,0,0,1,No response,0,1,NA,1
WO,3,scotland,Full-time,1,1,0,0,0,Invitation to interview,0,0,NA,1
PM,2,west midlands,Full-time,1,1,0,0,0,Invitation to interview,0,1,NA,1
SE,2,scotland,Not stated,1,0,1,0,0,Other further stage,0,1,NA,1
AA,1,north west,Part-time,0,0,0,0,1,No response,1,0,16200,0
HR,3,south west,Full-time,0,0,0,1,1,Rejection,1,1,65000,0
FM,2,london,Part-time,1,0,1,0,0,Other further stage,0,1,55000,0
SE,2,north west,Not stated,1,0,1,0,0,Other further stage,0,1,NA,1
CC,3,east,Full-time,1,0,1,0,0,Other further stage,1,0,NA,1
AA,3,west midlands,Full-time,0,0,0,0,1,No response,1,0,NA,1
SE,2,yorkshire & humber,Full-time,0,0,0,0,1,No response,0,1,NA,1
SE,2,london,Full-time,1,0,1,0,0,Other further stage,0,1,67500,0
PM,3,east midlands,Full-time,0,0,0,0,1,No response,0,1,NA,1
AA,2,other,Not stated,0,0,0,0,1,No response,1,0,NA,1
CC,4,scotland,Full-time,1,0,1,0,0,Other further stage,1,0,18000,0
SE,4,scotland,Full-time,1,0,1,0,0,Other further stage,0,1,NA,1
SE,4,london,Not stated,1,1,0,0,0,Invitation to interview,0,1,NA,1
AA,1,yorkshire & humber,Part-time,0,0,0,0,1,No response,1,0,15282,0
HR,3,south east,Full-time,0,0,0,0,1,No response,1,1,37500,0
SW,1,wales,Full-time,1,0,1,0,0,Other further stage,1,0,18935,0
HR,2,yorkshire & humber,Not stated,1,0,1,0,0,Other further stage,1,1,NA,1
SE,2,scotland,Full-time,1,0,1,0,0,Other further stage,0,1,40000,0
SW,1,north west,Part-time,1,1,0,0,0,Invitation to interview,1,0,15660,0
SW,4,south east,Full-time,1,0,1,0,0,Other further stage,1,0,18750,0
FM,2,london,Not stated,1,0,1,0,0,Other further stage,0,1,NA,1
FM,3,london,Not stated,0,0,0,0,1,No response,0,1,NA,1
SW,1,yorkshire & humber,Other,1,1,0,0,0,Invitation to interview,1,0,20250,0
SE,1,west midlands,Not stated,0,0,0,0,0,Other outcome,0,1,NA,1
FM,3,east,Not stated,0,0,0,0,1,No response,0,1,65000,0
PM,1,east midlands,Not stated,0,0,0,1,1,Rejection,0,1,NA,1
SE,3,london,Not stated,0,0,0,0,1,No response,0,1,NA,1
AA,1,south east,Full-time,0,0,0,1,1,Rejection,1,0,14000,0
AA,1,south east,Other,0,0,0,1,1,Rejection,1,0,20000,0
SW,4,scotland,Other,0,0,0,0,0,Not actionable request for further information,1,0,17212.5,0
FM,3,west midlands,Part-time,1,1,0,0,0,Invitation to interview,0,1,30000,0
HR,2,west midlands,Not stated,1,1,0,0,0,Invitation to interview,1,1,35000,0
FM,1,north west,Not stated,0,0,0,0,0,Other outcome,0,1,NA,1
HR,3,london,Full-time,0,0,0,0,1,No response,1,1,40000,0
HR,1,other,Not stated,0,0,0,1,1,Rejection,1,1,NA,1
SW,2,london,Part-time,1,1,0,0,0,Invitation to interview,1,0,NA,1
CC,4,south west,Full-time,1,0,1,0,0,Other further stage,1,0,18000,0
SE,3,yorkshire & humber,Full-time,1,0,1,0,0,Other further stage,0,1,35000,0
HR,4,south east,Full-time,0,0,0,0,1,No response,1,1,NA,1
SE,2,london,Full-time,1,0,1,0,0,Other further stage,0,1,NA,1
SE,4,north west,Full-time,0,0,0,0,0,Not actionable request for further information,0,1,33500,0
SE,2,london,Not stated,0,0,0,0,1,No response,0,1,NA,1
SW,3,south east,Other,1,0,1,0,0,Other further stage,1,0,22000,0
PM,2,wales,Not stated,0,0,0,1,1,Rejection,0,1,NA,1
AA,4,east,Part-time,0,0,0,0,1,No response,1,0,20000,0
SE,3,london,Not stated,0,0,0,0,1,No response,0,1,90000,0
WO,4,east,Other,0,0,0,1,1,Rejection,0,0,16500,0
