CODE	Label - English	Label - French	Label - German	Standard code	Note (EN only)
K-N	Financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities	Activités financières et d'assurance; activités immobilières; activités spécialisées, scientifiques et techniques; activités de services administratifs et de soutien	Erbringung von Finanz- und Versicherungsdienstleistungen; Grundstücks- und Wohnungswesen; Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen; Erbringung von sonstigen wirtschaftlichen Dienstleistungen	Y	This aggregate includes all NACE activities from sections K to N
K_L	Financial and insurance activities; real estate activities	Activités financières et d'assurance; activités immobilières	Erbringung von Finanz- und Versicherungsdienstleistungen; Grundstücks- und Wohnungswesen	Y	This aggregate includes the NACE sections K and L
K_L_X_K642	Financial and insurance activities; real estate activities except activities of holding companies	Activités financières et d'assurance; activités immobilières hors activités des sociétés holding	Erbringung von Finanz- und Versicherungsdienstleistungen; Grundstücks- und Wohnungswesen ohne Beteiligungsgesellschaften	Y	This aggregate includes all NACE activities in sections K and L except activity K642
K	Financial and insurance activities	Activités financières et d'assurance	Erbringung von Finanz- und Versicherungsdienstleistungen	Y	
K64-K66	Knowledge intensive financial services	Services financiers à forte intensité en connaissances	Wissensintensive Finanzdienstleistungen	Y	
K_X_K642	Financial and insurance activities except activities of holding companies	Activités financières et d'assurance hors activités des sociétés holding	Erbringung von Finanz- und Versicherungsdienstleistungen ohne Beteiligungsgesellschaften	Y	This aggregate includes all NACE activities in section K except activity K642
K64_K65	Financial service activities, insurance, reinsurance and pension funding, except compulsory social security	Activités des services financiers et assurance	Erbringung, Versicherungen, Rückversicherungen und Pensionskassen (ohne Sozialversicherung)	Y	
K64	Financial service activities, except insurance and pension funding	Activités des services financiers, hors assurance et caisses de retraite	Erbringung von Finanzdienstleistungen	Y	
K64_X_K642	Financial service activities, except insurance, pension funding, activities of holding companies	Activités des services financiers, hors assurance, caisses de retraite, activités des sociétés holding	Erbringung von Finanzdienstleistungen (ohne Versicherungen, Pensionskassen und Pensionsfonds, Beteiligungsgesellschaften)	Y	This aggregate includes the NACE activities K641, K643 and K649
K641	Monetary intermediation	Intermédiation monétaire	Zentralbanken und Kreditinstitute	Y	
K6411	Central banking	Activités de banque centrale	Zentralbanken	Y	
K64CRED	Total credit institutions	Etablissements de crédits (total)	Insgesamt - Kreditinstitute	Y	This aggregate includes the NACE activity K6419 and part of activity K6492
K6419	Other monetary intermediation	Autres intermédiations monétaires	Kreditinstitute (ohne Spezialkreditinstitute)	Y	
K642	Activities of holding companies	Activités des sociétés holding	Beteiligungsgesellschaften	Y	
K6420	Activities of holding companies	Activités des sociétés holding	Beteiligungsgesellschaften	Y	
K643	Trusts, funds and similar financial entities	Fonds de placement et entités financières similaires	Treuhand- und sonstige Fonds und ähnliche Finanzinstitutionen	Y	
K6430	Trusts, funds and similar financial entities	Fonds de placement et entités financières similaires	Treuhand- und sonstige Fonds und ähnliche Finanzinstitutionen	Y	
K649	Other financial service activities, except insurance and pension funding	Autres activités des services financiers, hors assurance et caisses de retraite	Sonstige Finanzierungsinstitutionen	Y	
K6491	Financial leasing	Crédit-bail	Institutionen für Finanzierungsleasing	Y	
K6492	Other credit granting	Autre distribution de crédit	Spezialkreditinstitute	Y	
K6499	Other financial service activities, except insurance and pension funding n.e.c.	Autres activités des services financiers, hors assurance et caisses de retraite, n.c.a.	Sonstige Finanzdienstleistungen a. n. g.	Y	
K65	Insurance, reinsurance and pension funding, except compulsory social security	Assurance	Versicherungen, Rückversicherungen und Pensionskassen (ohne Sozialversicherung)	Y	
K651	Insurance	Assurance	Versicherungen	Y	
K6511	Life insurance	Assurance vie	Lebensversicherung	Y	
K6512	Non-life insurance	Autres assurances	Nichtlebensversicherungen	Y	
K652	Reinsurance	Réassurance	Rückversicherungen	Y	
K6520	Reinsurance	Réassurance	Rückversicherungen	Y	
K653	Pension funding	Caisses de retraite	Pensionskassen und Pensionsfonds	Y	
K6530	Pension funding	Caisses de retraite	Pensionskassen und Pensionsfonds	Y	
K66	Activities auxiliary to financial services and insurance activities	Activités auxiliaires de services financiers et d'assurance	Mit Finanz- und Versicherungsdienstleistungen verbundene Tätigkeiten	Y	
K661	Activities auxiliary to financial services, except insurance and pension funding	Activités auxiliaires de services financiers, hors assurance et caisses de retraite	Mit Finanzdienstleistungen verbundene Tätigkeiten	Y	
K6611	Administration of financial markets	Administration de marchés financiers	Effekten- und Warenbörsen	Y	
K6612	Security and commodity contracts brokerage	Courtage de valeurs mobilières et de marchandises	Effekten- und Warenhandel	Y	
K6619	Other activities auxiliary to financial services, except insurance and pension funding	Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite	Sonstige mit Finanzdienstleistungen verbundene Tätigkeiten	Y	
K662	Activities auxiliary to insurance and pension funding	Activités auxiliaires d'assurance et de caisses de retraite	Mit Versicherungsdienstleistungen und Pensionskassen verbundene Tätigkeiten	Y	
K6621	Risk and damage evaluation	Évaluation des risques et dommages	Risiko- und Schadensbewertung	Y	
K6622	Activities of insurance agents and brokers	Activités des agents et courtiers d'assurances	Tätigkeit von Versicherungsmaklerinnen und -maklern	Y	
K6629	Other activities auxiliary to insurance and pension funding	Autres activités auxiliaires d'assurance et de caisses de retraite	Sonstige mit Versicherungsdienstleistungen und Pensionskassen verbundene Tätigkeiten	Y	
K663	Fund management activities	Gestion de fonds	Fondsmanagement	Y	
K6630	Fund management activities	Gestion de fonds	Fondsmanagement	Y	
L-N_R_S	Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities	Activités immobilières; activités spécialisées, scientifiques et techniques; activités de services administratifs et de soutien; arts, spectacles et activités récréatives; autres activités de services	Grundstücks- und Wohnungswesen; Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen; Erbringung von sonstigen wirtschaftlichen Dienstleistungen; Kunst, Unterhaltung und Erholung; Erbringung von sonstigen Dienstleistungen	Y	
L_M	Real estate activities; professional, scientific and technical activities	Activités immobilières, professionnelles, scientifiques et techniques	Grundstücks- und Wohnungswesen; Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen	Y	
L	Real estate activities	Activités immobilières	Grundstücks- und Wohnungswesen	Y	
L68	Real estate activities	Activités immobilières	Grundstücks- und Wohnungswesen	Y	
L68A	Imputed rents of owner-occupied dwellings	Loyers imputés des logements occupés par leur propriétaire	Unterstellte Mieten für Eigentümerwohnungen	Y	
L681	Buying and selling of own real estate	Activités des marchands de biens immobiliers	Kauf und Verkauf von eigenen Grundstücken, Gebäuden und Wohnungen	Y	
L6810	Buying and selling of own real estate	Activités des marchands de biens immobiliers	Kauf und Verkauf von eigenen Grundstücken, Gebäuden und Wohnungen	Y	
L682	Renting and operating of own or leased real estate	Location et exploitation de biens immobiliers propres ou loués	Vermietung, Verpachtung von eigenen oder geleasten Grundstücken, Gebäuden und Wohnungen	Y	
L6820	Renting and operating of own or leased real estate	Location et exploitation de biens immobiliers propres ou loués	Vermietung, Verpachtung von eigenen oder geleasten Grundstücken, Gebäuden und Wohnungen	Y	
L683	Real estate activities on a fee or contract basis	Activités immobilières pour compte de tiers	Vermittlung und Verwaltung von Grundstücken, Gebäuden und Wohnungen für Dritte	Y	
L6831	Real estate agencies	Agences immobilières	Vermittlung von Grundstücken, Gebäuden und Wohnungen für Dritte	Y	
L6832	Management of real estate on a fee or contract basis	Administration de biens immobiliers	Verwaltung von Grundstücken, Gebäuden und Wohnungen für Dritte	Y	
M_S	Professional, scientific and technical activities; other service activities	Activités spécialisées, scientifiques et techniques; autres activités de services	Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen; Erbringung von sonstigen Dienstleistungen	Y	
M_N	Professional, scientific and technical activities; administrative and support service activities	Activités spécialisées, scientifiques et techniques; activités de services administratifs et de soutien	Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen, Erbringung von sonstigen wirtschaftlichen Dienstleistungen	Y	This aggregate includes the NACE sections  M and N
M	Professional, scientific and technical activities	Activités spécialisées, scientifiques et techniques	Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen	Y	
M_STS	Professional, scientific and technical activities required by STS regulation	Activités spécialisées, scientifiques et techniques demandées par règlement SC	Freiberufliche, wissenschaftliche und technische Dienstleistungen - gemäss Konjunkturstatistik-Verordnung	Y	This aggregate includes the following NACE activities: M69, M702, M71, M73, M74
M69-M74	Legal and accounting activities; activities of head offices; management consultancy activities; architectural and engineering activities; technical testing and analysis; scientific research and development; advertising and market research; other professional, scientific and technical activities	Activités juridiques et comptables; activités des sièges sociaux; conseil de gestion; activités d'architecture et d'ingénierie; activités de contrôle et analyses techniques; activités d'architecture et d'ingénierie; activités de contrôle et analyses techniques; recherche-développement scientifique; publicité; autres activités spécialisées, scientifiques et techniques	Rechts- und Steuerberatung, Wirtschaftsprüfung; Verwaltung und Führung von Unternehmen und Betrieben; Unternehmensberatung; Architektur- und Ingenieurbüros; technische, physikalische und chemische Untersuchung; Architektur- und Ingenieurbüros; technische, physikalische und chemische Untersuchung; Forschung und Entwicklung; Werbung und Marktforschung; Sonstige freiberufliche, wissenschaftliche und technische Tätigkeiten	Y	
M69-M71	Legal and accounting activities; activities of head offices; management consultancy activities; architectural and engineering activities; technical testing and analysis	Activités juridiques et comptables; activités des sièges sociaux; conseil de gestion; activités d'architecture et d'ingénierie; activités de contrôle et analyses techniques	Rechts- und Steuerberatung, Wirtschaftsprüfung; Verwaltung und Führung von Unternehmen und Betrieben; Unternehmensberatung; Architektur- und Ingenieurbüros; technische, physikalische und chemische Untersuchung	Y	This aggregate includes the NACE activities from M69 to M71
M69_M70	Legal and accounting activities; activities of head offices; management consultancy activities	Activités juridiques et comptables; activités des sièges sociaux; conseil de gestion	Rechts- und Steuerberatung, Wirtschaftsprüfung; Verwaltung und Führung von Unternehmen und Betrieben; Unternehmensberatung	Y	This aggregate includes the NACE activities M69 and M70
M69_M702	Legal, accounting and management consultancy activities	Activités juridiques et comptables; conseil de gestion	Rechts- und Steuerberatung, Wirtschaftsprüfung; Public-Relations- und Unternehmensberatung	Y	This aggregate includes the NACE activities M69 and M702
M69	Legal and accounting activities	Activités juridiques et comptables	Rechts- und Steuerberatung, Wirtschaftsprüfung	Y	
M691	Legal activities	Activités juridiques	Rechtsberatung	Y	
M6910	Legal activities	Activités juridiques	Rechtsberatung	Y	
M692	Accounting, bookkeeping and auditing activities; tax consultancy	Activités comptables	Wirtschaftsprüfung und Steuerberatung; Buchführung	Y	
M6920	Accounting, bookkeeping and auditing activities; tax consultancy	Activités comptables	Wirtschaftsprüfung und Steuerberatung; Buchführung	Y	
M70	Activities of head offices; management consultancy activities	Activités des sièges sociaux; conseil de gestion	Verwaltung und Führung von Unternehmen und Betrieben; Unternehmensberatung	Y	
M701	Activities of head offices	Activités des sièges sociaux	Verwaltung und Führung von Unternehmen und Betrieben	Y	
M7010	Activities of head offices	Activités des sièges sociaux	Verwaltung und Führung von Unternehmen und Betrieben	Y	
M702	Management consultancy activities	Conseil de gestion	Public-Relations- und Unternehmensberatung	Y	
M7021	Public relations and communication activities	Conseil en relations publiques et communication	Public-Relations-Beratung	Y	
M7022	Business and other management consultancy activities	Conseil pour les affaires et autres conseils de gestion	Unternehmensberatung	Y	
M71-M73	Architectural and engineering activities; technical testing and analysis; scientific research and development; advertising and market research	Activités d'architecture et d'ingénierie; activités de contrôle et analyses techniques; Recherche-développement scientifique; Publicité	Architektur- und Ingenieurbüros; technische, physikalische und chemische Untersuchung; Forschung und Entwicklung; Werbung und Marktforschung	Y	This aggregate includes all NACE activities from M71 to M73
M71	Architectural and engineering activities; technical testing and analysis	Activités d'architecture et d'ingénierie; activités de contrôle et analyses techniques	Architektur- und Ingenieurbüros; technische, physikalische und chemische Untersuchung	Y	
M711	Architectural and engineering activities and related technical consultancy	Activités d'architecture et d'ingénierie	Architektur- und Ingenieurbüros	Y	
M7111	Architectural activities	Activités d'architecture	Architekturbüros	Y	
M7112	Engineering activities and related technical consultancy	Activités d'ingénierie	Ingenieurbüros	Y	
M712	Technical testing and analysis	Activités de contrôle et analyses techniques	Technische, physikalische und chemische Untersuchung	Y	
M7120	Technical testing and analysis	Activités de contrôle et analyses techniques	Technische, physikalische und chemische Untersuchung	Y	
M72	Scientific research and development	Recherche-développement scientifique	Forschung und Entwicklung	Y	
M721	Research and experimental development on natural sciences and engineering	Recherche-développement en sciences physiques et naturelles	Forschung und Entwicklung im Bereich Natur-, Ingenieur-, Agrarwissenschaften und Medizin	Y	
M7211	Research and experimental development on biotechnology	Recherche-développement en biotechnologie	Forschung und Entwicklung im Bereich Biotechnologie	Y	
M7219	Other research and experimental development on natural sciences and engineering	Recherche-développement en autres sciences physiques et naturelles	Sonstige Forschung und Entwicklung im Bereich Natur-, Ingenieur-, Agrarwissenschaften und Medizin	Y	
M722	Research and experimental development on social sciences and humanities	Recherche-développement en sciences humaines et sociales	Forschung und Entwicklung im Bereich Rechts-, Wirtschafts- und Sozialwissenschaften sowie im Bereich Sprach-, Kultur- und Kunstwissenschaften	Y	
M7220	Research and experimental development on social sciences and humanities	Recherche-développement en sciences humaines et sociales	Forschung und Entwicklung im Bereich Rechts-, Wirtschafts- und Sozialwissenschaften sowie im Bereich Sprach-, Kultur- und Kunstwissenschaften	Y	
M73-M75	Advertising and market research; other professional, scientific and technical activities; veterinary activities	Publicité et études de marché; autres activités spécialisées, scientifiques et techniques, activités vétérinaires	Werbung und Marktforschung; Sonstige freiberufliche, wissenschaftliche und technische Tätigkeiten; Veterinärwesen	Y	This aggregate includes the NACE activities from M73 to M75
M73	Advertising and market research	Publicité et études de marché	Werbung und Marktforschung	Y	
M731	Advertising	Publicité	Werbung	Y	
M7311	Advertising agencies	Activités des agences de publicité	Werbeagenturen	Y	
M7312	Media representation	Régie publicitaire de médias	Vermarktung und Vermittlung von Werbezeiten und Werbeflächen	Y	
M732	Market research and public opinion polling	Études de marché et sondages	Markt- und Meinungsforschung	Y	
M7320	Market research and public opinion polling	Études de marché et sondages	Markt- und Meinungsforschung	Y	
M74_M75	Other professional, scientific and technical activities; veterinary activities	Autres activités spécialisées, scientifiques et techniques, activités vétérinaires	Sonstige freiberufliche, wissenschaftliche und technische Tätigkeiten;Veterinärwesen	Y	This aggregate includes the NACE activities M74 and M75
M74	Other professional, scientific and technical activities	Autres activités spécialisées, scientifiques et techniques	Sonstige freiberufliche, wissenschaftliche und technische Tätigkeiten	Y	
M741	Specialised design activities	Activités spécialisées de design	Ateliers für Textil-, Schmuck-, Grafik- u. ä. Design	Y	
M7410	Specialised design activities	Activités spécialisées de design	Ateliers für Textil-, Schmuck-, Grafik- u. ä. Design	Y	
M742	Photographic activities	Activités photographiques	Fotografie und Fotolabors	Y	
M7420	Photographic activities	Activités photographiques	Fotografie und Fotolabors	Y	
M743	Translation and interpretation activities	Traduction et interprétation	Übersetzen und Dolmetschen	Y	
M7430	Translation and interpretation activities	Traduction et interprétation	Übersetzen und Dolmetschen	Y	
M749	Other professional, scientific and technical activities n.e.c.	Autres activités spécialisées, scientifiques et techniques n.c.a.	Sonstige freiberufliche, wissenschaftliche und technische Tätigkeiten a. n. g.	Y	
M7490	Other professional, scientific and technical activities n.e.c.	Autres activités spécialisées, scientifiques et techniques n.c.a.	Sonstige freiberufliche, wissenschaftliche und technische Tätigkeiten a. n. g.	Y	
M75	Veterinary activities	Activités vétérinaires	Veterinärwesen	Y	
M750	Veterinary activities	Activités vétérinaires	Veterinärwesen	Y	
M7500	Veterinary activities	Activités vétérinaires	Veterinärwesen	Y	
N77-N82_X_N79	Activities for rental and leasing, employment, security and investigation, services to buildings and landscape, office administrative, office support and other business support	Activités de location et location-bail, liées à l'emploi, enquêtes et sécurité, services relatifs aux bâtiments et aménagement paysager, activités administratives et autres activités de soutien aux entreprises	Vermietung von beweglichen Sachen, Vermittlung und Überlassung von Arbeitskräften, Wach- und Sicherheitsdienste sowie Detekteien, Gebäudebetreuung; Garten- und Landschaftsbau, Erbringung von wirtschaftlichen Dienstleistungen für Unternehmen und Privatpersonen a. n. g.	Y	
N	Administrative and support service activities	Activités de services administratifs et de soutien	Erbringung von sonstigen wirtschaftlichen Dienstleistungen	Y	
N_STS	Administrative and support service activities required by STS regulation	Activités de services administratifs et de soutien demandées par règlement SC	Sonstige wirtschaftliche Dienstleistungen - gemäss Konjunkturstastik-Verordnung	Y	This aggregate includes the following NACE activities: N78 to N80, N812, N82
N77	Rental and leasing activities	Activités de location et location-bail	Vermietung von beweglichen Sachen	Y	
N771_N7721	Renting and leasing of motor vehicles, recreational and sports goods	Location et location-bail de véhicules automobiles, d'articles de loisirs et de sport	Vermietung von Kraftwagen, Sport- und Freizeitgeräten	Y	This aggregate includes the NACE activities N771 and N7721
N771	Renting and leasing of motor vehicles	Location et location-bail de véhicules automobiles	Vermietung von Kraftwagen	Y	
N7711	Renting and leasing of cars and light motor vehicles	Location et location-bail de voitures et de véhicules automobiles légers	Vermietung von Kraftwagen mit einem Gesamtgewicht von 3,5 t oder weniger	Y	
N7712	Renting and leasing of trucks	Location et location-bail de camions	Vermietung von Kraftwagen mit einem Gesamtgewicht von mehr als 3,5 t	Y	
N772	Renting and leasing of personal and household goods	Location et location-bail de biens personnels et domestiques	Vermietung von Gebrauchsgütern	Y	
N7721	Renting and leasing of recreational and sports goods	Location et location-bail d'articles de loisirs et de sport	Vermietung von Sport- und Freizeitgeräten	Y	
N7722	Renting of video tapes and disks	Location de vidéocassettes et disques vidéo	Videotheken	Y	
N7729	Renting and leasing of other personal and household goods	Location et location-bail d'autres biens personnels et domestiques	Vermietung von sonstigen Gebrauchsgütern	Y	
N773	Renting and leasing of other machinery, equipment and tangible goods	Location et location-bail d'autres machines, équipements et biens	Vermietung von Maschinen, Geräten und sonstigen beweglichen Sachen	Y	
N7731	Renting and leasing of agricultural machinery and equipment	Location et location bail de machines et équipements agricoles	Vermietung von landwirtschaftlichen Maschinen und Geräten	Y	
N7732	Renting and leasing of construction and civil engineering machinery and equipment	Location et location-bail de machines et équipements pour la construction	Vermietung von Baumaschinen und Geräten	Y	
N7733	Renting and leasing of office machinery and equipment (including computers)	Location et location-bail de machines de bureau et de matériel informatique	Vermietung von Büromaschinen, Datenverarbeitungsgeräten und -einrichtungen	Y	
N7734	Renting and leasing of water transport equipment	Location et location-bail de matériels de transport par eau	Vermietung von Wasserfahrzeugen	Y	
N7735	Renting and leasing of air transport equipment	Location et location-bail de matériels de transport aérien	Vermietung von Luftfahrzeugen	Y	
N7739	Renting and leasing of other machinery, equipment and tangible goods n.e.c.	Location et location-bail d'autres machines, équipements et biens matériels n.c.a.	Vermietung von sonstigen Maschinen, Geräten und beweglichen Sachen a. n. g.	Y	
N774	Leasing of intellectual property and similar products, except copyrighted works	Location-bail de propriété intellectuelle et de produits similaires, à l'exception des oeuvres soumises à copyright	Leasing von nichtfinanziellen immateriellen Vermögensgegenständen (ohne Copyrights)	Y	
N7740	Leasing of intellectual property and similar products, except copyrighted works	Location-bail de propriété intellectuelle et de produits similaires, à l'exception des oeuvres soumises à copyright	Leasing von nichtfinanziellen immateriellen Vermögensgegenständen (ohne Copyrights)	Y	
N78-N82	Employment, travel agency, security and investigation, service and landscape, office administrative and support activities	Emploi, agences de voyage, enquêtes et sécurité, activités administratives, services et aménagement paysager	Vermittlung und Überlassung von Arbeitskräften, Reisebüros, Wach- und Sicherheitsdienste sowie Detekteien, Gebäudebetreuung, Garten- und Landschaftsbau, Erbringung von wirtschaftlichen Dienstleistungen für Unternehmen und Privatpersonen a. n. g.	Y	This aggregate includes the NACE activities N78, N79, N80, N81 and N82
N78	Employment activities	Activités liées à l'emploi	Vermittlung und Überlassung von Arbeitskräften	Y	
N781	Activities of employment placement agencies	Activités des agences de placement de main-d'oeuvre	Vermittlung von Arbeitskräften	Y	
N7810	Activities of employment placement agencies	Activités des agences de placement de main-d'oeuvre	Vermittlung von Arbeitskräften	Y	
N782	Temporary employment agency activities	Activités des agences de travail temporaire	Befristete Überlassung von Arbeitskräften	Y	
N7820	Temporary employment agency activities	Activités des agences de travail temporaire	Befristete Überlassung von Arbeitskräften	Y	
N783	Other human resources provision	Autre mise à disposition de ressources humaines	Sonstige Überlassung von Arbeitskräften	Y	
N7830	Other human resources provision	Autre mise à disposition de ressources humaines	Sonstige Überlassung von Arbeitskräften	Y	
N79	Travel agency, tour operator and other reservation service and related activities	Activités des agences de voyage, voyagistes, services de réservation et activités connexes	Reisebüros, Reiseveranstalter und Erbringung sonstiger Reservierungsdienstleistungen	Y	
N791	Travel agency and tour operator activities	Activités des agences de voyage et voyagistes	Reisebüros und Reiseveranstalter	Y	
N7911	Travel agency activities	Activités des agences de voyage	Reisebüros	Y	
N7912	Tour operator activities	Activités des voyagistes	Reiseveranstalter	Y	
N799	Other reservation service and related activities	Autres services de réservation et activités connexes	Erbringung sonstiger Reservierungsdienstleistungen	Y	
N7990	Other reservation service and related activities	Autres services de réservation et activités connexes	Erbringung sonstiger Reservierungsdienstleistungen	Y	
N80-N82	Security and investigation, service and landscape, office administrative and support activities	Enquêtes et sécurité, activités administratives, services et aménagement paysager	Wach- und Sicherheitsdienste sowie Detekteien, Gebäudebetreuung, Garten- und Landschaftsbau, Erbringung von wirtschaftlichen Dienstleistungen für Unternehmen und Privatpersonen a. n. g.	Y	This aggregate includes the NACE activities from N80 to N82
N80	Security and investigation activities	Enquêtes et sécurité	Wach- und Sicherheitsdienste sowie Detekteien	Y	
N801	Private security activities	Activités de sécurité privée	Private Wach- und Sicherheitsdienste	Y	
N8010	Private security activities	Activités de sécurité privée	Private Wach- und Sicherheitsdienste	Y	
N802	Security systems service activities	Activités liées aux systèmes de sécurité	Sicherheitsdienste mithilfe von Überwachungs- und Alarmsystemen	Y	
N8020	Security systems service activities	Activités liées aux systèmes de sécurité	Sicherheitsdienste mithilfe von Überwachungs- und Alarmsystemen	Y	
N803	Investigation activities	Activités d'enquête	Detekteien	Y	
N8030	Investigation activities	Activités d'enquête	Detekteien	Y	
N81	Services to buildings and landscape activities	Services relatifs aux bâtiments et aménagement paysager	Gebäudebetreuung; Garten- und Landschaftsbau	Y	
N811	Combined facilities support activities	Activités combinées de soutien lié aux bâtiments	Hausmeisterdienste	Y	
N8110	Combined facilities support activities	Activités combinées de soutien lié aux bâtiments	Hausmeisterdienste	Y	
N812	Cleaning activities	Activités de nettoyage	Reinigung von Gebäuden, Straßen und Verkehrsmitteln	Y	
N8121	General cleaning of buildings	Nettoyage courant des bâtiments	Allgemeine Gebäudereinigung	Y	
N8122	Other building and industrial cleaning activities	Autres activités de nettoyage des bâtiments et nettoyage industriel	Spezielle Reinigung von Gebäuden und Reinigung von Maschinen	Y	
N8129	Other cleaning activities	Autres activités de nettoyage	Reinigung a. n. g.	Y	
N813	Landscape service activities	Services d'aménagement paysager	Garten- und Landschaftsbau sowie Erbringung von sonstigen gärtnerischen Dienstleistungen	Y	
N8130	Landscape service activities	Services d'aménagement paysager	Garten- und Landschaftsbau sowie Erbringung von sonstigen gärtnerischen Dienstleistungen	Y	
N82	Office administrative, office support and other business support activities	Activités administratives et autres activités de soutien aux entreprises	Erbringung von wirtschaftlichen Dienstleistungen für Unternehmen und Privatpersonen a. n. g.	Y	
N821	Office administrative and support activities	Activités administratives	Sekretariats- und Schreibdienste, Copy-Shops	Y	
N8211	Combined office administrative service activities	Services administratifs combinés de bureau	Allgemeine Sekretariats- und Schreibdienste	Y	
N8219	Photocopying, document preparation and other specialised office support activities	Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau	Copy-Shops; Dokumentenvorbereitung und Erbringung sonstiger spezieller Sekretariatsdienste	Y	
N822	Activities of call centres	Activités de centres d'appels	Call Centers	Y	
N8220	Activities of call centres	Activités de centres d'appels	Call Centers	Y	
N823	Organisation of conventions and trade shows	Organisation de salons professionnels et congrès	Messe-, Ausstellungs- und Kongressveranstalter	Y	
N8230	Organisation of conventions and trade shows	Organisation de salons professionnels et congrès	Messe-, Ausstellungs- und Kongressveranstalter	Y	
N829	Business support service activities n.e.c.	Activités de soutien aux entreprises n.c.a.	Erbringung sonstiger wirtschaftlicher Dienstleistungen für Unternehmen und Privatpersonen	Y	
N8291	Activities of collection agencies and credit bureaus	Activités des agences de recouvrement de factures et des sociétés d'information financière sur la clientèle	Inkassobüros und Auskunfteien	Y	
N8292	Packaging activities	Activités de conditionnement	Abfüllen und Verpacken	Y	
N8299	Other business support service activities n.e.c.	Autres activités de soutien aux entreprises n.c.a.	Erbringung sonstiger wirtschaftlicher Dienstleistungen für Unternehmen und Privatpersonen a. n. g.	Y	
O-U	Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation, repair of household goods and other services	Administration publique; enseignement; santé humaine et action sociale; arts, spectacles et activités récréatives; réparation de biens domestiques; autres activités de services	Öffentliche Verwaltung, Verteidigung; Sozialversicherung; Erziehung und Unterricht; Gesundheits- und Sozialwesen;Kunst, Unterhaltung und Erholung, Erbringung von sonstigen Dienstleistungen	Y	This aggregate includes the NACE sections from O to U
O-S	Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities	Administration publique et défense; sécurité sociale obligatoire; éducation, santé humaine et action sociale; arts, spectacles et activités récréatives; autres activités de services	Öffentliche Verwaltung, Verteidigung; Sozialversicherung; Erziehung und Unterricht, Gesundheits- und Sozialwesen; Kunst, Unterhaltung und Erholung; Erbringung von sonstigen Dienstleistungen	Y	This aggregate includes the NACE sections from O to S
O-Q	Public administration, defence, education, human health and social work activities	Administration publique, défense, éducation, santé humaine et action sociale	Öffentliche Verwaltung, Verteidigung, Erziehung und Unterricht, Gesundheits- und Sozialwesen	Y	This aggregate includes the NACE sections O, P and Q
O_T_U	Public administration; activities of households and of extraterritorial organisations	Administration publique; activités des ménages et des organisations extra-territoriales	Öffentliche Verwaltung; Aktivitäten von Haushalten und von extraterritorialen Organisationen	Y	This aggregate includes the NACE sections O, T and U
O_P	Public administration and defence; compulsory social security and education	Administration publique et enseignement	Öffentliche Verwaltung, Verteidigung; Sozialversicherung; Erziehung und Unterricht	Y	This aggregate includes the NACE sections O to P
O-R_U	Public administration, defence, education, human health and social work activities; arts, entertainment and recreation; activities of extraterritorial organisations and bodies	Administration publique, défense, éducation, santé humaine et action sociale; arts, spectacles et activités récréatives; activités extra-territoriales	Öffentliche Verwaltung, Verteidigung, Erziehung und Unterricht, Gesundheits- und Sozialwesen; Kunst, Unterhaltung und Erholung; Exterritoriale Organisationen und Körperschaften	Y	This aggregate includes the NACE sections from O to R and U
O_U	Public administration; activities of extraterritorial organisations and bodies	Administration publique; activités extra-territoriales	Öffentliche Verwaltung, Verteidigung; Exterritoriale Organisationen und Körperschaften	Y	This aggregate includes the NACE sections O and U
O	Public administration and defence; compulsory social security	Administration publique	Öffentliche Verwaltung, Verteidigung; Sozialversicherung	Y	
O84	Public administration and defence; compulsory social security	Administration publique et défense; sécurité sociale obligatoire	Öffentliche Verwaltung, Verteidigung; Sozialversicherung	Y	
O841	Administration of the State and the economic and social policy of the community	Administration générale, économique et sociale	Öffentliche Verwaltung	Y	
O8411	General public administration activities	Administration publique générale	Allgemeine öffentliche Verwaltung	Y	
O8412	Regulation of the activities of providing health care, education, cultural services and other social services, except social security	Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale	Öffentliche Verwaltung auf den Gebieten Gesundheitswesen, Bildung, Kultur und Sozialwesen	Y	
O8413	Regulation of and contribution to more efficient operation of businesses	Administration publique (tutelle) des activités économiques	Wirtschaftsförderung, -Ordnung und Aufsicht	Y	
O842	Provision of services to the community as a whole	Services de prérogative publique	Auswärtige Angelegenheiten, Verteidigung, Rechtspflege/Justiz, öffentliche Sicherheit und Ordnung	Y	
O8421	Foreign affairs	Affaires étrangères	Auswärtige Angelegenheiten	Y	
